species_name,class,taxon,max_depth,max_length,lat_span_degrees,t_mean,chl_mean,biogeog
Centropyge bicolor,Actinopterygii,Vertebrate,25,11,26.37125,26.87124303,0.449597838,tropical
Centropyge bispinosa,Actinopterygii,Vertebrate,45,10,22.78231,26.20827569,0.399649193,tropical
Centropyge eibli,Actinopterygii,Vertebrate,30,15,12.86878,27.99714747,0.477914602,tropical
Centropyge flavissima,Actinopterygii,Vertebrate,50,14,21.71761,26.07452876,0.228871897,tropical
Centropyge heraldi,Actinopterygii,Vertebrate,90,12,13.29965,26.51716465,0.197087245,tropical
Centropyge tibicen,Actinopterygii,Vertebrate,55,19,25.23432,24.01592795,0.582115339,tropical
Centropyge vrolikii,Actinopterygii,Vertebrate,25,12,21.64954,26.91253549,0.338718165,tropical
Chaetodontoplus conspicillatus,Actinopterygii,Vertebrate,40,25,2.38975,21.99939873,0.267200139,warm
Chaetodontoplus duboulayi,Actinopterygii,Vertebrate,21,28,16.32964,26.5050621,0.962085041,tropical
Chaetodontoplus meredithi,Actinopterygii,Vertebrate,50,25,14.14534,24.56603044,0.604170526,tropical
Pomacanthus imperator,Actinopterygii,Vertebrate,100,40,21.9091,26.87883862,0.365109189,tropical
Pomacanthus semicirculatus,Actinopterygii,Vertebrate,30,40,21.62574,25.06649358,0.683855174,tropical
Pomacanthus sexstriatus,Actinopterygii,Vertebrate,50,46,13.68097,26.84240054,0.724884802,tropical
Pygoplites diacanthus,Actinopterygii,Vertebrate,48,25,13.36531,27.4618418,0.367910475,tropical
Abudefduf bengalensis,Actinopterygii,Vertebrate,6,17,24.04551,24.83612216,0.874819244,tropical
Abudefduf sexfasciatus,Actinopterygii,Vertebrate,20,16,26.011,24.92301448,0.667717478,tropical
Abudefduf vaigiensis,Actinopterygii,Vertebrate,15,20,26.27846,24.98613157,0.56839539,tropical
Abudefduf whitleyi,Actinopterygii,Vertebrate,5,14,19.91639,25.60003159,0.631289772,tropical
Acanthochromis polyacanthus,Actinopterygii,Vertebrate,65,14,17.60142,26.36531872,0.466304804,tropical
Amblyglyphidodon aureus,Actinopterygii,Vertebrate,45,13,17.56654,27.57933588,0.414854499,tropical
Amblyglyphidodon curacao,Actinopterygii,Vertebrate,40,11,20.07602,26.38737076,0.417613898,tropical
Amblyglyphidodon leucogaster,Actinopterygii,Vertebrate,45,13,14.00625,26.56835772,0.405891482,tropical
Amphiprion akindynos,Actinopterygii,Vertebrate,25,9,20.29078,25.86337401,0.41246339,tropical
Amphiprion chrysopterus,Actinopterygii,Vertebrate,30,17,13.29912,26.70313874,0.360788958,tropical
Amphiprion clarkii,Actinopterygii,Vertebrate,60,15,19.11037,27.20487617,0.656392889,tropical
Amphiprion mccullochi,Actinopterygii,Vertebrate,12,45,2.34504,21.87669194,0.267200139,warm
Amphiprion melanopus,Actinopterygii,Vertebrate,18,12,20.25302,26.08108125,0.442960892,tropical
Amphiprion perideraion,Actinopterygii,Vertebrate,38,10,13.81708,26.70377255,0.462053161,tropical
Chromis agilis,Actinopterygii,Vertebrate,8,65,17.76118,26.119113,0.205564103,tropical
Chromis amboinensis,Actinopterygii,Vertebrate,70,9,21.55929,26.84149668,0.342558466,tropical
Chromis atripectoralis,Actinopterygii,Vertebrate,29,12,21.69419,26.02855607,0.51943244,tropical
Chromis atripes,Actinopterygii,Vertebrate,40,9,19.50151,27.0960036,0.338289346,tropical
Chromis chrysura,Actinopterygii,Vertebrate,45,14,22.64345,25.92097574,0.346008238,tropical
Chromis cinerascens,Actinopterygii,Vertebrate,19,13,13.16633,26.88443973,0.885479406,tropical
Chromis hypsilepis,Actinopterygii,Vertebrate,40,16,14.36052,19.82241235,0.920567536,warm
Chromis iomelas,Actinopterygii,Vertebrate,35,8,21.55304,26.40709484,0.293496522,tropical
Chromis kennensis,Actinopterygii,Vertebrate,40,16,24.68037,22.59076554,0.492564815,warm
Chromis klunzingeri,Actinopterygii,Vertebrate,40,12,4.95322,20.23341861,0.565964099,warm
Chromis lepidolepis,Actinopterygii,Vertebrate,43,9,25.23455,26.81562086,0.399253462,tropical
Chromis margaritifer,Actinopterygii,Vertebrate,26,9,25.1694,26.25006404,0.472044541,tropical
Chromis nitida,Actinopterygii,Vertebrate,25,7,25.27933,24.40733636,0.747828251,tropical
Chromis retrofasciata,Actinopterygii,Vertebrate,65,4,13.95663,26.77125449,0.353866912,tropical
Chromis ternatensis,Actinopterygii,Vertebrate,36,10,14.02054,26.68705707,0.365482583,tropical
Chromis vanderbilti,Actinopterygii,Vertebrate,20,4.5,22.77425,25.32421486,0.334990903,tropical
Chromis viridis,Actinopterygii,Vertebrate,12,8,21.62254,26.73735827,0.474215255,tropical
Chromis weberi,Actinopterygii,Vertebrate,40,13.5,25.20933,26.71145193,0.483212053,tropical
Chromis westaustralis,Actinopterygii,Vertebrate,75,8.5,11.96312,21.03750438,0.960117417,warm
Chromis xanthura,Actinopterygii,Vertebrate,40,15,19.81968,27.18736717,0.341145566,tropical
Chrysiptera biocellata,Actinopterygii,Vertebrate,10,13,17.95596,28.01144942,0.373978384,tropical
Chrysiptera caesifrons,Actinopterygii,Vertebrate,16,7,13.90963,26.54851599,0.435173475,tropical
Chrysiptera cyanea,Actinopterygii,Vertebrate,11.1,9,8.45329,28.07845804,0.500858609,tropical
Chrysiptera flavipinnis,Actinopterygii,Vertebrate,38,8,23.9829,25.52953704,0.480551505,tropical
Chrysiptera hemicyanea,Actinopterygii,Vertebrate,15,8,5.37506,28.45462698,0.40120213,tropical
Chrysiptera notialis,Actinopterygii,Vertebrate,45,9,18.28995,21.91629772,0.657360453,warm
Chrysiptera rex,Actinopterygii,Vertebrate,20,7,11.92378,26.70986086,0.428502521,tropical
Chrysiptera rollandi,Actinopterygii,Vertebrate,35,7.5,27.71393,26.12575206,0.531017769,tropical
Chrysiptera talboti,Actinopterygii,Vertebrate,35,6,13.95663,26.48311025,0.423339575,tropical
Chrysiptera taupou,Actinopterygii,Vertebrate,8,15,12.33607,26.68890459,0.249176282,tropical
Dascyllus aruanus,Actinopterygii,Vertebrate,20,10,21.60451,26.43021378,0.527776664,tropical
Dascyllus reticulatus,Actinopterygii,Vertebrate,50,9,22.82961,26.18514565,0.519525383,tropical
Dascyllus trimaculatus,Actinopterygii,Vertebrate,55,11,25.254,25.97082767,0.522636065,tropical
Dischistodus melanotus,Actinopterygii,Vertebrate,12,16,13.95714,26.56860068,0.451041417,tropical
Dischistodus perspicillatus,Actinopterygii,Vertebrate,10,18,11.96712,27.3488602,0.509300753,tropical
Dischistodus prosopotaenia,Actinopterygii,Vertebrate,12,17,16.34741,26.67287676,0.629430447,tropical
Dischistodus pseudochrysopoecilus,Actinopterygii,Vertebrate,5,18,14.10418,26.56253029,0.470568422,tropical
Hemiglyphidodon plagiometopon,Actinopterygii,Vertebrate,20,18,13.84141,27.17250828,0.629211342,tropical
Mecaenichthys immaculatus,Actinopterygii,Vertebrate,30,15,8.50418,20.25325981,1.120186066,warm
Neoglyphidodon melas,Actinopterygii,Vertebrate,12,18,14.04267,26.17687491,0.682927382,tropical
Neoglyphidodon nigroris,Actinopterygii,Vertebrate,23,13,13.96292,26.41345948,0.648718799,tropical
Neoglyphidodon polyacanthus,Actinopterygii,Vertebrate,30,12,19.40575,23.32004643,0.398866645,tropical
Neopomacentrus azysron,Actinopterygii,Vertebrate,12,7.5,20.15196,26.13090193,0.724758301,tropical
Neopomacentrus bankieri,Actinopterygii,Vertebrate,12,8,20.22416,26.07036815,0.696041334,tropical
Neopomacentrus cyanomos,Actinopterygii,Vertebrate,30,10,16.49809,26.38764041,0.781843342,tropical
Parma mccullochi,Actinopterygii,Vertebrate,35,30,6.46548,20.57005785,0.661718836,warm
Parma microlepis,Actinopterygii,Vertebrate,30,20,13.36873,18.64864078,1.235015044,warm
Parma occidentalis,Actinopterygii,Vertebrate,10,30,8.14143,20.86812988,0.731496889,warm
Parma oligolepis,Actinopterygii,Vertebrate,25,20,11.95588,21.53336831,1.203143495,warm
Parma polylepis,Actinopterygii,Vertebrate,20,21,8.4025,21.7510912,0.710281984,warm
Parma unifasciata,Actinopterygii,Vertebrate,25,20,10.14213,20.20941539,1.048684709,warm
Parma victoriae,Actinopterygii,Vertebrate,25,25,12.72432,16.50044351,0.941746272,cool
Plectroglyphidodon dickii,Actinopterygii,Vertebrate,15,11,21.87029,25.84951714,0.408782292,tropical
Plectroglyphidodon johnstonianus,Actinopterygii,Vertebrate,18,14,21.93369,25.54064155,0.362583742,tropical
Plectroglyphidodon lacrymatus,Actinopterygii,Vertebrate,40,10,22.1118,26.35235807,0.473976168,tropical
Pomacentrus adelus,Actinopterygii,Vertebrate,8,8.5,13.7395,27.04468593,0.492306991,tropical
Pomacentrus amboinensis,Actinopterygii,Vertebrate,40,9,20.40707,26.46839746,0.518061475,tropical
Pomacentrus australis,Actinopterygii,Vertebrate,35,8,17.5953,23.81200735,0.767556403,tropical
Pomacentrus bankanensis,Actinopterygii,Vertebrate,12,9,24.01574,26.45453454,0.494445505,tropical
Pomacentrus brachialis,Actinopterygii,Vertebrate,40,8,14.0276,26.22263011,0.447474738,tropical
Pomacentrus chrysurus,Actinopterygii,Vertebrate,5,9,20.34877,26.34050552,0.520647245,tropical
Pomacentrus coelestis,Actinopterygii,Vertebrate,20,9,27.25963,24.65821495,0.626827515,tropical
Pomacentrus grammorhynchus,Actinopterygii,Vertebrate,12,9,14.04288,26.30475192,0.619593644,tropical
Pomacentrus imitator,Actinopterygii,Vertebrate,11,16,11.85784,26.93939039,0.241182986,tropical
Pomacentrus lepidogenys,Actinopterygii,Vertebrate,12,9,20.34673,26.38655109,0.438148053,tropical
Pomacentrus magniseptus,Actinopterygii,Vertebrate,15,10,13.94799,26.26947163,0.398009022,tropical
Pomacentrus milleri,Actinopterygii,Vertebrate,6,7.5,28.60977,23.50807932,1.055503082,tropical
Pomacentrus moluccensis,Actinopterygii,Vertebrate,14,9,24.01186,26.22770366,0.61292038,tropical
Pomacentrus nagasakiensis,Actinopterygii,Vertebrate,35,10,17.80258,25.9874798,0.814347169,tropical
Pomacentrus nigromanus,Actinopterygii,Vertebrate,60,9,12.72214,27.11519162,0.926449436,tropical
Pomacentrus pavo,Actinopterygii,Vertebrate,16,9,10.43215,28.33271165,0.486600712,tropical
Pomacentrus philippinus,Actinopterygii,Vertebrate,10,22,12.20746,27.73710872,0.250314276,tropical
Pomacentrus sp. [rhodonotus],Actinopterygii,Vertebrate,22,10,14.04339,26.41105528,0.481124462,tropical
Pomacentrus vaiuli,Actinopterygii,Vertebrate,45,10,19.58611,26.53996119,0.445749712,tropical
Pomacentrus wardi,Actinopterygii,Vertebrate,20,8,20.44748,25.95150955,0.579799583,tropical
Pomachromis richardsoni,Actinopterygii,Vertebrate,25,6,12.81479,27.76029882,0.2798328,tropical
Premnas biaculeatus,Actinopterygii,Vertebrate,16,17,11.09933,26.76398068,0.517355625,tropical
Stegastes apicalis,Actinopterygii,Vertebrate,5,15,21.68697,25.73935155,0.553765019,tropical
Stegastes fasciolatus,Actinopterygii,Vertebrate,30,15,21.77334,25.59163094,0.446233152,tropical
Stegastes gascoynei,Actinopterygii,Vertebrate,30,15,17.97448,22.62560303,0.556648995,warm
Stegastes nigricans,Actinopterygii,Vertebrate,12,14,13.95663,26.91033328,0.494302382,tropical
Stegastes obreptus,Actinopterygii,Vertebrate,10,12,22.17518,23.38955205,0.938821316,tropical
Stegastes punctatus,Actinopterygii,Vertebrate,14,15,13.3579,26.7639918,0.546405549,tropical
Cypho purpurascens,Actinopterygii,Vertebrate,40,8,19.93805,26.34395444,0.302251944,tropical
Labracinus lineatus,Actinopterygii,Vertebrate,30,25,14.40264,22.44699569,1.288941191,warm
Ogilbyina queenslandiae,Actinopterygii,Vertebrate,20,15,13.83888,25.4327692,0.474119729,tropical
Pseudochromis fuscus,Actinopterygii,Vertebrate,30,10,20.07574,26.76985262,0.645167713,tropical
Pseudochromis wilsoni,Actinopterygii,Vertebrate,70,8,16.32964,26.17291888,0.827650707,tropical
Centropogon australis,Actinopterygii,Vertebrate,30,15,9.95209,20.30745752,1.319419923,warm
Neosebastes scorpaenoides,Actinopterygii,Vertebrate,140,40,9.42068,15.20538927,1.289116351,cool
Pterois volitans,Actinopterygii,Vertebrate,55,38,23.92375,22.84872528,0.71051195599999994,warm
Scorpaena cardinalis,Actinopterygii,Vertebrate,40,40,23.93162,20.40896857,0.825485531,warm
Scorpaena cookii,Actinopterygii,Vertebrate,154,47,6.0482,21.66954252,0.475971886,warm
Scorpaena jacksoniensis,Actinopterygii,Vertebrate,40,40,10.06287,20.41691228,0.992834126,warm
Scorpaena papillosa,Actinopterygii,Vertebrate,130,36,13.28441,16.14964221,1.176035499,cool
Scorpaenodes evides,Actinopterygii,Vertebrate,40,12.5,7.74353,21.13001389,0.915956219,warm
Atypichthys latus,Actinopterygii,Vertebrate,20,30,6.13714,21.60340874,0.543784702,warm
Atypichthys strigatus,Actinopterygii,Vertebrate,30,25,26.35817,18.27745906,1.278020984,warm
Microcanthus strigatus,Actinopterygii,Vertebrate,15,16,14.73189,20.70872542,1.028290328,warm
Scorpis aequipinnis,Actinopterygii,Vertebrate,25,56,13.51377,16.70320026,0.976260181,cool
Scorpis georgiana,Actinopterygii,Vertebrate,35,46,13.67044,19.74701468,0.771017107,warm
Scorpis lineolata,Actinopterygii,Vertebrate,30,37,17.73035,18.13067215,1.270958389,warm
Tilodon sexfasciatus,Actinopterygii,Vertebrate,30,40,9.03567,17.26677063,0.73061336,cool
Acanthistius cinctus,Actinopterygii,Vertebrate,30,50,8.56626,21.49939516,0.86260141,warm
Acanthistius ocellatus,Actinopterygii,Vertebrate,100,64,8.71187,20.05014635,1.00341896,warm
Aethaloperca rogaa,Actinopterygii,Vertebrate,50,60,8.78244,28.52388126,0.425398267,tropical
Anyperodon leucogrammicus,Actinopterygii,Vertebrate,80,65,9.95345,27.82362345,0.448015528,tropical
Caesioperca lepidoptera,Actinopterygii,Vertebrate,100,30,11.90999,15.39330981,1.46524274,cool
Caesioperca rasor,Actinopterygii,Vertebrate,100,26,11.34294,15.48440229,1.061425345,cool
Cephalopholis argus,Actinopterygii,Vertebrate,40,60,21.87796,26.97015153,0.436519344,tropical
Cephalopholis boenak,Actinopterygii,Vertebrate,64,30,20.40768,25.88163317,0.765922608,tropical
Cephalopholis cyanostigma,Actinopterygii,Vertebrate,50,40,20.06955,26.42115802,0.63875593,tropical
Cephalopholis leopardus,Actinopterygii,Vertebrate,38,24,7.83052,28.17292092,0.309367504,tropical
Cephalopholis microprion,Actinopterygii,Vertebrate,20,25,12.14805,26.34934421,0.506101574,tropical
Cephalopholis miniata,Actinopterygii,Vertebrate,150,45,21.87612,25.22631024,0.544604081,tropical
Cephalopholis urodeta,Actinopterygii,Vertebrate,60,28,20.32861,27.26756965,0.326191411,tropical
Chromileptes altivelis,Actinopterygii,Vertebrate,40,70,20.34842,26.06902623,0.721041136,tropical
Diploprion bifasciatum,Actinopterygii,Vertebrate,100,25,24.02342,25.71980405,0.832341766,tropical
Epinephelides armatus,Actinopterygii,Vertebrate,35,56,4.95322,20.75748315,0.640087406,warm
Epinephelus bilobatus,Actinopterygii,Vertebrate,50,33,13.45406,25.7470374,0.939948327,tropical
Epinephelus daemelii,Actinopterygii,Vertebrate,50,200,7.23801,21.31074269,0.765392841,warm
Epinephelus fasciatus,Actinopterygii,Vertebrate,160,40,25.21914,25.00293042,0.655011056,tropical
Epinephelus merra,Actinopterygii,Vertebrate,50,31,21.70317,27.00531036,0.403563922,tropical
Epinephelus polyphekadion,Actinopterygii,Vertebrate,46,90,21.57737,26.82425766,0.588262481,tropical
Epinephelus quoyanus,Actinopterygii,Vertebrate,50,40,20.44805,25.70199834,0.770096818,tropical
Epinephelus rivulatus,Actinopterygii,Vertebrate,30,46,22.7016,24.11325028,1.117748709,tropical
Hypoplectrodes maccullochi,Actinopterygii,Vertebrate,50,45,18.22607,19.80520054,0.948639656,warm
Hypoplectrodes nigroruber,Actinopterygii,Vertebrate,35,30,13.02776,18.52907146,0.853440385,warm
Othos dentex,Actinopterygii,Vertebrate,30,76,5.60194,19.19557658,0.627566252,warm
Plectropomus laevis,Actinopterygii,Vertebrate,100,125,19.59631,26.61694794,0.354945736,tropical
Plectropomus leopardus,Actinopterygii,Vertebrate,100,120,19.08902,26.20842577,0.562415069,tropical
Plectropomus maculatus,Actinopterygii,Vertebrate,100,100,19.09736,26.20366473,0.824810383,tropical
Pseudanthias squamipinnis,Actinopterygii,Vertebrate,55,15,26.36764,23.89932177,0.514644809,tropical
Pseudanthias tuka,Actinopterygii,Vertebrate,12,25,10.10387,27.7892011,0.330641945,tropical
Trachypoma macracanthus,Actinopterygii,Vertebrate,45,22,7.6317,21.65839769,0.658495847,warm
Variola louti,Actinopterygii,Vertebrate,250,83,19.9968,25.81277862,0.350529741,tropical
Siganus argenteus,Actinopterygii,Vertebrate,40,40,19.94228,26.02631223,0.387937271,tropical
Siganus corallinus,Actinopterygii,Vertebrate,30,35,13.96292,26.17492501,0.542063673,tropical
Siganus doliatus,Actinopterygii,Vertebrate,5,25,14.04952,26.14594876,0.59124057,tropical
Siganus fuscescens,Actinopterygii,Vertebrate,50,40,26.39608,23.08722124,0.866800088,tropical
Siganus lineatus,Actinopterygii,Vertebrate,25,43,13.91541,26.36381931,0.775488217,tropical
Siganus puellus,Actinopterygii,Vertebrate,30,38,14.00326,26.40835146,0.494602757,tropical
Siganus punctatissimus,Actinopterygii,Vertebrate,30,35,13.80688,26.20733262,0.452557598,tropical
Siganus punctatus,Actinopterygii,Vertebrate,40,40,13.91242,26.22686644,0.566679056,tropical
Siganus trispilos,Actinopterygii,Vertebrate,17,25,3.29829,24.7362217,1.398050681,tropical
Siganus virgatus,Actinopterygii,Vertebrate,20,30,18.10342,25.9821443,0.92264325,tropical
Siganus vulpinus,Actinopterygii,Vertebrate,30,25,13.95714,26.42638101,0.502179532,tropical
Acanthopagrus australis,Actinopterygii,Vertebrate,30,66,20.21972,20.33931772,1.156372669,warm
Chrysophrys auratus,Actinopterygii,Vertebrate,100,130,12.76021,19.75156094,1.102117336,warm
Rhabdosargus sarba,Actinopterygii,Vertebrate,20,80,16.46204,20.52089616,1.063318783,warm
Sphyraena novaehollandiae,Actinopterygii,Vertebrate,20,110,9.02437,16.67968659,0.972487776,cool
Sphyraena obtusata,Actinopterygii,Vertebrate,120,55,25.02776,22.40471296,1.065104522,warm
Phyllopteryx taeniolatus,Actinopterygii,Vertebrate,50,46,13.45313,16.64339422,1.32100552,cool
Saurida nebulosa,Actinopterygii,Vertebrate,6,16.5,25.18308,26.47363654,0.518386234,tropical
Synodus binotatus,Actinopterygii,Vertebrate,88,18,23.80136,25.89605746,0.518304066,tropical
Synodus dermatogenys,Actinopterygii,Vertebrate,97,24,26.36427,24.92252677,0.515344347,tropical
Synodus variegatus,Actinopterygii,Vertebrate,121,40,29.23584,25.2401852,0.560988726,tropical
Pelates sexlineatus,Actinopterygii,Vertebrate,30,20,8.78089,20.33322215,0.96515008,warm
Arothron hispidus,Actinopterygii,Vertebrate,50,50,24.84688,24.220686100000002,0.937021603,tropical
Arothron nigropunctatus,Actinopterygii,Vertebrate,25,33,22.83493,26.81708344,0.429234352,tropical
Canthigaster bennetti,Actinopterygii,Vertebrate,14,10,25.08486,25.87180039,0.624859535,tropical
Canthigaster callisterna,Actinopterygii,Vertebrate,250,23,13.05362,20.83170814,0.807684855,warm
Canthigaster papua,Actinopterygii,Vertebrate,50,10,14.04339,27.62574239,0.44694607,tropical
Canthigaster valentini,Actinopterygii,Vertebrate,55,11,25.13643,25.49180858,0.496129263,tropical
Omegophora armilla,Actinopterygii,Vertebrate,146,25,11.33512,17.23962983,1.179374647,cool
Tetractenos glaber,Actinopterygii,Vertebrate,10,16,11.12301,16.54843458,1.506948978,cool
Torquigener pleurogramma,Actinopterygii,Vertebrate,27,22,9.3107,20.31177544,1.118549464,warm
Optivus agastos,Actinopterygii,Vertebrate,146,12,10.67856,19.35850382,1.60243547,warm
Trachichthys australis,Actinopterygii,Vertebrate,30,18,12.58649,19.06445996,0.907422694,warm
Enneapterygius atrogulare,Actinopterygii,Vertebrate,5,5,15.33921,21.07238656,0.951297591,warm
Enneapterygius howensis,Actinopterygii,Vertebrate,5,3.5,2.35399,21.74921151,0.267200139,warm
Enneapterygius rufopileus,Actinopterygii,Vertebrate,6,3.6,8.56626,21.68231108,0.687181986,warm
Enneapterygius similis,Actinopterygii,Vertebrate,13,4,10.42947,23.32054427,0.57573939,tropical
Forsterygion varium,Actinopterygii,Vertebrate,10,15,4.87978,14.15588474,1.521267615,cool
Helcogramma chica,Actinopterygii,Vertebrate,32,4,19.99282,26.2741674,0.396017119,tropical
Helcogramma decurrens,Actinopterygii,Vertebrate,15,7,9.62812,19.09207897,0.825601224,warm
Helcogramma striata,Actinopterygii,Vertebrate,24,5,20.53493,27.0881103,0.674284689,tropical
Trinorfolkia clarkei,Actinopterygii,Vertebrate,30,8,13.66735,17.70074593,1.126732258,warm
Trinorfolkia cristata,Actinopterygii,Vertebrate,15,5,3.3553,17.27665208,0.711392031,cool
Ucla xenogrammus,Actinopterygii,Vertebrate,41,5,13.2812,27.1182713,0.405163045,tropical
Zanclus cornutus,Actinopterygii,Vertebrate,182,23,26.25719,25.51422612,0.55862341,tropical
Brachaelurus waddi,Chondrichthyes,Vertebrate,140,122,6.32825,20.41230633,1.062906232,warm
Carcharhinus amblyrhynchos,Chondrichthyes,Vertebrate,260,1000,13.29912,26.91681583,0.384242002,tropical
Carcharhinus galapagensis,Chondrichthyes,Vertebrate,370,286,2.69568,22.06721714,0.26352934,warm
Triaenodon obesus,Chondrichthyes,Vertebrate,220,330,14.8667,26.86266825,0.45243366,tropical
Bathytoshia brevicaudata,Chondrichthyes,Vertebrate,480,430,13.113340000000001,18.00091014,1.1481181,warm
Heterodontus galeatus,Chondrichthyes,Vertebrate,90,152,6.06113,20.27243715,1.115622848,warm
Heterodontus portusjacksoni,Chondrichthyes,Vertebrate,275,165,14.89062,18.35293021,1.110271764,warm
Myliobatis australis,Chondrichthyes,Vertebrate,85,241,13.19554,18.2032761,1.266877722,warm
Orectolobus halei,Chondrichthyes,Vertebrate,50,300,15.51843,20.19900674,1.076927971,warm
Orectolobus maculatus,Chondrichthyes,Vertebrate,110,320,10.95772,20.43587154,1.199194049,warm
Orectolobus ornatus,Chondrichthyes,Vertebrate,100,290,26.80421,20.78299716,0.962740175,warm
Parascyllium variolatum,Chondrichthyes,Vertebrate,180,91,13.71054,16.64787148,0.806701136,cool
Trygonorrhina fasciata,Chondrichthyes,Vertebrate,50,126,8.25797,19.24903312,1.317197468,warm
Cephaloscyllium laticeps,Chondrichthyes,Vertebrate,60,150,9.26249,14.92873527,1.302968911,cool
Trygonoptera ovalis,Chondrichthyes,Vertebrate,43,60,4.9234,20.64988461,0.613628515,warm
Trygonoptera testacea,Chondrichthyes,Vertebrate,135,47,8.25794,20.05124341,1.191226159,warm
Urolophus cruciatus,Chondrichthyes,Vertebrate,160,50,8.78631,15.0460984,1.3938043980000001,cool
Urolophus gigas,Chondrichthyes,Vertebrate,50,80,10.89764,16.33929457,1.342771285,cool
Urolophus paucimaculatus,Chondrichthyes,Vertebrate,150,57,12.57466,16.57329627,1.460562553,cool
Aipysurus laevis,Reptilia,Vertebrate,200,68,15.00369,26.66757214,0.562801562,tropical
Chelonia mydas,Reptilia,Vertebrate,25,150,26.14125,24.15484227,0.708377568,tropical
